,Game Title,Weekly Sales,All Time Sales,Weeks Out
10771,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10772,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10773,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10774,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10775,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10776,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10777,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10778,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10779,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10780,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10781,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10782,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10783,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10784,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10785,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10786,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10787,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10788,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10789,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10790,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10791,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10792,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10793,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10794,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10795,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10796,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10797,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10798,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10799,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10800,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10801,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10802,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10803,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10804,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10805,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10806,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10807,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10808,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10809,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10810,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10811,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10812,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10813,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10814,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10815,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10816,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10817,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10818,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10819,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10820,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10821,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10822,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10823,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10824,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10825,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10826,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10827,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10828,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10829,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10830,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10831,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10832,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10833,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10834,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10835,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10836,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10837,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10838,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10839,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10840,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10841,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10842,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10843,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10844,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10845,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10846,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10847,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10848,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10849,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10850,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10851,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10852,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10853,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10854,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10855,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10856,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10857,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10858,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10859,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10860,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10861,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10862,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10863,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10864,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10865,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10866,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10867,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10868,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10869,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10870,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10871,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10872,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10873,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10874,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10875,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10876,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10877,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10878,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10879,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10880,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10881,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10882,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10883,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10884,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10885,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10886,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10887,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10888,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10889,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10890,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10891,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10892,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10893,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10894,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10895,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10896,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10897,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10898,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10899,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10900,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10901,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10902,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10903,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10904,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10905,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10906,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10907,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10908,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10909,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10910,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10911,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10912,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10913,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10914,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10915,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10916,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10917,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10918,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10919,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10920,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10921,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10922,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10923,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10924,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10925,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10926,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10927,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10928,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10929,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10930,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10931,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10932,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10933,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10934,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10935,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10936,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10937,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10938,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10939,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10940,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10941,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10942,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10943,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10944,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10945,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10946,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10947,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10948,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10949,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10950,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10951,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10952,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10953,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10954,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10955,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10956,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10957,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10958,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10959,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10960,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10961,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10962,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10963,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10964,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10965,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10966,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10967,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10968,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10969,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
10970,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
10971,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
10972,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
10973,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
10974,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
10975,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
10976,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
10977,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
10978,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
10979,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
10980,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
10981,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
10982,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
10983,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
10984,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
10985,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
10986,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
10987,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
10988,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
10989,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
10990,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
10991,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
10992,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
10993,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
10994,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
10995,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
10996,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
10997,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
10998,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
10999,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
11000,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
11001,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
